DrugMaster_ID	SourceSystem_Code	Drug_Code	DrugMaster_Code	Drug_Description	AltDrug_Description	Manufacturer_Name	Form_Code	Strength_Code	PackSize_Qty	OriginalDrug_Description	Universal_Code	GenericDrugType_Code	Schedule_Code	GenNHS_Code	Generic_Name	Type_Code	Class_Code	PBS_Code	PackMultiplier_Number	OverridePackSize_Qty	Processed	AutoDMC_Code	FailureType_Code	Created_DateTime	LastUpdate_DateTime	Mapped_DateTime	PBSItemValid					
673688	ZDISPENSE	503DC2EC-6877-4C14-88D3-B56F4F9A82A5	!UNMAPPED	TAMIFLU	TAMIFLU SUSPENSION 45MG/ML	NULL	SUSPENSION	45MG/ML	NULL	TAMIFLU	NULL	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	11:47.1	NULL	NULL	0					
672935	ZDISPENSE	50631DE7-6429-4139-939B-4A3757B3B407	!UNMAPPED	OMEPRAZOLE SUSP 5.5MG/ML 100ML	OMEPRAZOLE SUSP 5.5MG/ML 100ML	NULL	NULL	NULL	NULL	OMEPRAZOLE SUSP 5.5MG/ML 100ML	NULL	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	40:19.8	NULL	NULL	0					
672775	ZDISPENSE	509FE092-D39B-4A01-82A8-42D9B0FBD4D6	!UNMAPPED	APOTEX-PANTOPRAZOLE TAB 40MG 30	APOTEX-PANTOPRAZOLE TAB 40MG 30	NULL	NULL	NULL	NULL	APOTEX-PANTOPRAZOLE TAB 40MG 30	25024876	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	04:33.6	NULL	NULL	0					
605871	ZDISPENSE	50E7E2A4-D66E-4650-95A0-3D2EC39E7716	!UNMAPPED	MITCHUM A/P RON SPRT 50ML	MITCHUM A/P RON SPRT 50ML	NULL	NULL	NULL	NULL	MITCHUM A/P RON SPRT 50ML	309975122268	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.1	NULL	NULL	0					
605872	ZDISPENSE	50E92FAD-F1A5-4878-84B0-B1E30754AA91	!UNMAPPED	CARERS CERTIFICATE	CARERS CERTIFICATE	NULL	NULL	NULL	NULL	CARERS CERTIFICATE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.1	NULL	NULL	0					
672444	ZDISPENSE	510212ED-8688-4E1D-84B1-2834F8FD9111	!UNMAPPED	FOLIC ACID 5MG/ML 1 VIAL	FOLIC ACID 5MG/ML 1 VIAL	NULL	NULL	NULL	NULL	FOLIC ACID 5MG/ML 1 VIAL	NULL	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	55:19.2	NULL	NULL	0					
605873	ZDISPENSE	511BDF42-8D99-496F-960F-7A1318AC3CD9	!UNMAPPED	WELLA P/SR REP COND 750ML	WELLA P/SR REP COND 750ML	NULL	NULL	NULL	NULL	WELLA P/SR REP COND 750ML	4056800997169	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.1	NULL	NULL	0					
605875	ZDISPENSE	5142389F-190F-4167-804F-391052EBA8C1	!UNMAPPED	LPC8%/SAL AC6% IN SORB CRM	LPC8%/SAL AC6% IN SORB CRM	NULL	NULL	NULL	NULL	LPC8%/SAL AC6% IN SORB CRM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.1	NULL	NULL	0					
673568	ZDISPENSE	5150BC80-56F0-420B-B76B-EE578AAA790A	!UNMAPPED	MEDLAB BIOTIC JNR 60G POWDER	MEDLAB BIOTIC JNR 60G POWDER	NULL	NULL	NULL	NULL	MEDLAB BIOTIC JNR 60G POWDER	9349268000102	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	32:12.8	NULL	NULL	0					
605876	ZDISPENSE	51601667-A438-4CCC-987E-A9940CCC7D96	!UNMAPPED	NO 1823 HI STRENGTH DEF C TAB 60	NO 1823 HI STRENGTH DEF C TAB 60	NULL	NULL	NULL	NULL	NO 1823 HI STRENGTH DEF C TAB 60	9316090018230	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.1	NULL	NULL	0					
672559	ZDISPENSE	516DA89B-2CCF-4C30-B4B3-BDE59A0CD202	!UNMAPPED	INVITE E BANDED PACK 2016	INVITE E BANDED PACK 2016	NULL	NULL	NULL	NULL	INVITE E BANDED PACK 2016	9314807054755	P	NULL	NULL	NULL	P	NULL	NULL	NULL	NULL	NULL	NULL	NULL	37:08.4	NULL	NULL	0					
605877	ZDISPENSE	516E02CF-6E05-4ECE-913B-FAFDDFAF7692	!UNMAPPED	CRANBERRY ULTRA 10,000 CAPS 90`S	CRANBERRY ULTRA 10,000 CAPS 90`S	NULL	NULL	NULL	NULL	CRANBERRY ULTRA 10,000 CAPS 90`S	9323857000896	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.1	NULL	NULL	0					
673091	ZDISPENSE	490A7618-43AA-490C-A930-5C29895BF392	!UNMAPPED	LO SHEA SOAP VERBENA 250G	LO SHEA SOAP VERBENA 250G	NULL	NULL	NULL	NULL	LO SHEA SOAP VERBENA 250G	3253581000250	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	11:12.8	NULL	NULL	0					
673164	ZDISPENSE	49183266-933D-4EB2-872B-DA5B72D50D7C	!UNMAPPED	DERMAVEEN SOAP FR/WASH 500ML	DERMAVEEN SOAP FR/WASH 500ML	NULL	NULL	NULL	NULL	DERMAVEEN SOAP FR/WASH 500ML	9330130004861	3	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	27:32.1	NULL	NULL	0					
605853	ZDISPENSE	492D6A02-F598-4A21-8FC2-ED49DF51760F	!UNMAPPED	URSODIOL	URSODIOL SUSPENSION 50MG/ML	NULL	SUSPENSION	50MG/ML	1	URSODIOL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.1	NULL	NULL	0					
605854	ZDISPENSE	49512356-E113-419B-90DD-8D408AB3C9C3	!UNMAPPED	PC STRG PAIN RLF CPLT 48	PC STRG PAIN RLF CPLT 48	NULL	NULL	NULL	NULL	PC STRG PAIN RLF CPLT 48	9316100901200	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.1	NULL	NULL	0					
673206	ZDISPENSE	49776E3E-AC31-4E25-9130-62AC13DF8CE3	!UNMAPPED	AMCAL OSTETAB VITAMIN D TABS 250	AMCAL OSTETAB VITAMIN D TABS 250	NULL	NULL	NULL	NULL	AMCAL OSTETAB VITAMIN D TABS 250	9314567205886	P	NULL	NULL	NULL	P	NULL	NULL	NULL	NULL	NULL	NULL	NULL	15:07.4	NULL	NULL	0					
672554	ZDISPENSE	56396BF4-7C61-44CF-B6B0-9660ADD702E0	!UNMAPPED	LIGNOCAINE	LIGNOCAINE SPRAY 5%	NULL	SPRAY	5%	NULL	LIGNOCAINE	NULL	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	59:24.0	NULL	NULL	0					
672746	ZDISPENSE	57628287-7AE9-490B-A525-56718BCC111E	!UNMAPPED	NW GLUC & FISH OIL 200CAPS	NW GLUC & FISH OIL 200CAPS	NULL	NULL	NULL	NULL	NW GLUC & FISH OIL 200CAPS	931480701095	P	NULL	NULL	NULL	P	NULL	NULL	NULL	NULL	NULL	NULL	NULL	48:09.1	NULL	NULL	0					
605894	ZDISPENSE	577BA051-D335-443C-84B0-25872881ABBC	!UNMAPPED	NO TRIPLE STRN COLD + FLU 100TABS(738)	NO TRIPLE STRN COLD + FLU 100TABS(738)	NULL	NULL	NULL	NULL	NO TRIPLE STRN COLD + FLU 100TABS(738)	9316090018353	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.2	NULL	NULL	0					
673704	ZDISPENSE	57CC9BFC-B9C4-4DB4-AA2E-81E02B048EFB	!UNMAPPED	AMC OSTETAB VIT D TABS 250	AMC OSTETAB VIT D TABS 250	NULL	NULL	NULL	NULL	AMC OSTETAB VIT D TABS 250	9314567205886	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	43:26.4	NULL	NULL	0					
673299	ZDISPENSE	57EF8B87-271A-4D21-A54F-B8057FACF739	!UNMAPPED	RESTRICTED SUPPLY - OLANZAPINE 10MG 14'S	RESTRICTED 7 DAY DOSAGE SUPPLY - OLANZAPINE 10MG 14 TABLETS	NULL	TABLETS	NULL	1	RESTRICTED SUPPLY - OLANZAPINE 10MG 14'S	NULL	3	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	46:39.1	NULL	NULL	0					
605895	ZDISPENSE	582A1B1B-F287-426C-9FC1-5D7ED30639C3	!UNMAPPED	PHCY CARE VIT D CAP 200	PHCY CARE VIT D CAP 200	NULL	NULL	NULL	NULL	PHCY CARE VIT D CAP 200	9341571004006	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.2	NULL	NULL	0					
673728	ZDISPENSE	582D2D29-9708-4B6C-95F8-4D6F875213D5	!UNMAPPED	METAGENICS ZINC DRINK 200ML	METAGENICS ZINC DRINK 200ML	NULL	NULL	NULL	NULL	METAGENICS ZINC DRINK 200ML	9315771003039	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	40:16.1	NULL	NULL	0					
673713	ZDISPENSE	5872A52C-3AD1-4217-BAF8-456387F5D33F	!UNMAPPED	PHCY CARE NASAL DECON PE 24 TAB	PHCY CARE NASAL DECON PE 24 TAB	NULL	NULL	NULL	NULL	PHCY CARE NASAL DECON PE 24 TAB	9341571011035	3	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	35:50.3	NULL	NULL	0					
605896	ZDISPENSE	587E5309-7D07-4A3F-B395-65569765883B	!UNMAPPED	ANTICOL THROAT SFT 23 LOZ BX24	ANTICOL THROAT SFT 23 LOZ BX24	NULL	NULL	NULL	NULL	ANTICOL THROAT SFT 23 LOZ BX24	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.2	NULL	NULL	0					
672481	ZDISPENSE	5880E59F-00F2-476C-BEF3-C4D7D5800D71	!UNMAPPED	TRILOSTANE 50MG CAPSULES 60	TRILOSTANE 50MG CAPSULES 60	NULL	NULL	NULL	NULL	TRILOSTANE 50MG CAPSULES 60	NULL	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	16:30.0	NULL	NULL	0					
605897	ZDISPENSE	58980DC5-2A0C-4E6F-A56B-4499CAB0BFB4	!UNMAPPED	PC DIARRHOEA RLF CAP 8 NF	PC DIARRHOEA RLF CAP 8 NF	NULL	NULL	NULL	NULL	PC DIARRHOEA RLF CAP 8 NF	9316100028761	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.2	NULL	NULL	0					
673710	ZDISPENSE	58A049EB-14E4-46F5-BDA2-0737538A30EA	!UNMAPPED	SPDO ARMBANDS ROLLUP 2-12	SPDO ARMBANDS ROLLUP 2-12	NULL	NULL	NULL	NULL	SPDO ARMBANDS ROLLUP 2-12	5051746549778	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	35:36.7	NULL	NULL	0					
672600	ZDISPENSE	591B9BC7-3520-4070-9AD2-35ECB991C4E3	!UNMAPPED	MEMANTINE GH TAB 10MG 56	MEMANTINE GH TAB 10MG 56	NULL	NULL	NULL	NULL	MEMANTINE GH TAB 10MG 56	4421	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	26:26.9	NULL	NULL	0					
605898	ZDISPENSE	59751BE8-5C40-4151-8B6D-D0958D0DB241	!UNMAPPED	SOAP BOX	SOAP BOX	NULL	NULL	NULL	NULL	SOAP BOX	9312061200062	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.2	NULL	NULL	0					
672560	ZDISPENSE	59B197D8-01DE-4B47-A680-5BEE2F80EE92	!UNMAPPED	BIO PEAK HIMALAYA WHITENING50	BIO PEAK HIMALAYA WHITENING50	NULL	NULL	NULL	NULL	BIO PEAK HIMALAYA WHITENING50	9324525012227	P	NULL	NULL	NULL	P	NULL	NULL	NULL	NULL	NULL	NULL	NULL	37:08.4	NULL	NULL	0					
605899	ZDISPENSE	59BA8060-8250-4AE6-AE55-0BAB9B375AD7	!UNMAPPED	MYESSENTIAL DENTALFLOSS PICK	MYESSENTIAL DENTALFLOSS PICK	NULL	NULL	NULL	NULL	MYESSENTIAL DENTALFLOSS PICK	9316100701862	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.2	NULL	NULL	0					
605900	ZDISPENSE	59C94453-A56D-441E-950A-C422B0AFB87F	!UNMAPPED	MICROLIFE BP 3AP1-3E BP MONITOR	MICROLIFE BP 3AP1-3E BP MONITOR	NULL	NULL	NULL	NULL	MICROLIFE BP 3AP1-3E BP MONITOR	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.2	NULL	NULL	0					
605902	ZDISPENSE	5A757D55-AD49-4D04-811C-C9AAB634ADFE	!UNMAPPED	LOREAL ELVIVE FIBRALOGY THICK COND	LOREAL ELVIVE FIBRALOGY THICK COND	NULL	NULL	NULL	NULL	LOREAL ELVIVE FIBRALOGY THICK COND	3600522500162	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.2	NULL	NULL	0					
673092	ZDISPENSE	5A7866A7-EBB2-40F2-946A-C31379C70A95	!UNMAPPED	B/M SUGAR BALANCE	B/M SUGAR BALANCE TABLETS	NULL	TABLETS	NULL	1	B/M SUGAR BALANCE	93370134	3	U	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	11:12.8	NULL	NULL	0					
672581	ZDISPENSE	5A89CC68-0E5F-443A-9E21-0B022CAD5BA7	!UNMAPPED	METAGENICS META PURE EPA/DHA24	METAGENICS META PURE EPA/DHA24	NULL	NULL	NULL	NULL	METAGENICS META PURE EPA/DHA24	9315771009468	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	28:33.5	NULL	NULL	0					
605903	ZDISPENSE	5B150C50-EC50-4AA4-98DB-B54F01EA4298	!UNMAPPED	PHCY CARE PARACODEINE 500/10MG TAB 20	PHCY CARE PARACODEINE 500/10MG TAB 20	NULL	NULL	NULL	NULL	PHCY CARE PARACODEINE 500/10MG TAB 20	9341571005485	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.2	NULL	NULL	0					
605904	ZDISPENSE	5B37DC87-AC0D-4024-A512-9B455F2AD0F0	!UNMAPPED	CAREFREE BREATH LINERS F&W20	CAREFREE BREATH LINERS F&W20	NULL	NULL	NULL	NULL	CAREFREE BREATH LINERS F&W20	9300607540581	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.2	NULL	NULL	0					
673480	ZDISPENSE	5BB6ED18-3098-4174-AAEF-E803C70264B9	!UNMAPPED	SPACER MASK LE MASQUE M/L	SPACER MASK LE MASQUE M/L	NULL	NULL	NULL	NULL	SPACER MASK LE MASQUE M/L	609722869911	P	NULL	NULL	NULL	P	NULL	NULL	NULL	NULL	NULL	NULL	NULL	39:01.1	NULL	NULL	0					
605905	ZDISPENSE	5BE48304-B1B7-46D0-B4FF-5556A2F9BB46	!UNMAPPED	PHCY CARE PAW PAW OINT 25G	PHCY CARE PAW PAW OINT 25G	NULL	NULL	NULL	NULL	PHCY CARE PAW PAW OINT 25G	9341571009407	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.2	NULL	NULL	0					
672691	ZDISPENSE	5BEEF195-B117-4711-93FB-5F2DE23E85C0	!UNMAPPED	N/O CA 500MG/MAG 250M 80	N/O CA 500MG/MAG 250M 80	NULL	NULL	NULL	NULL	N/O CA 500MG/MAG 250M 80	9316090037002	3	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	03:15.9	NULL	NULL	0					
672601	ZDISPENSE	5BF43E08-1AE9-4365-8BEE-CCC3AB1CE30B	COLG1	COLGOUT TAB 500MCG 30 1	COLGOUT TAB 500MCG 30 1	NULL	NULL	NULL	NULL	COLGOUT TAB 500MCG 30 1	41145	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	26:26.9	NULL	NULL	0					
605906	ZDISPENSE	5C09797C-53DD-49F8-A9F3-DE33DDBA7666	!UNMAPPED	BLUE STRATOS AFTER SHAVE LOTION	BLUE STRATOS AFTER SHAVE LOTION	NULL	NULL	NULL	NULL	BLUE STRATOS AFTER SHAVE LOTION	5030147446121	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.2	NULL	NULL	0					
672751	ZDISPENSE	5C09CA6D-0CB1-4773-86EF-E4F195D3A1E7	ToAsk	CIRCADIN 2MG TAB 30	CIRCADIN 2MG TAB 30	NULL	NULL	NULL	NULL	CIRCADIN 2MG TAB 30	9316626605835	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	48:23.8	NULL	NULL	0					
673052	ZDISPENSE	5C215424-993B-40D7-B1F0-04C082D0BA30	HYC1	SIGUENT HYCOR OPHT 0.5% 5G	SIGUENT HYCOR OPHT 0.5% 5G	NULL	NULL	NULL	NULL	SIGUENT HYCOR OPHT 0.5% 5G	93478779	O	NULL	NULL	NULL	O	NULL	NULL	NULL	NULL	NULL	NULL	NULL	41:04.2	NULL	NULL	0					
673583	ZDISPENSE	5C2D9B9A-4801-442C-A91A-838F282356B0	!UNMAPPED	EAGLE-MAG BIOMAG BIOMUSCLE 150G PDR	EAGLE-MAG BIOMAG BIOMUSCLE 150G PDR	NULL	NULL	NULL	NULL	EAGLE-MAG BIOMAG BIOMUSCLE 150G PDR	9332510001774	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	31:01.2	NULL	NULL	0					
605907	ZDISPENSE	5C79682D-FF09-46CE-9F66-4242720054DD	!UNMAPPED	SCW EX/CARE S/POO ULTIMATE R	SCW EX/CARE S/POO ULTIMATE R	NULL	NULL	NULL	NULL	SCW EX/CARE S/POO ULTIMATE R	9310714211403	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.2	NULL	NULL	0					
673262	ZDISPENSE	5C887F50-5354-4319-9636-ABA662DFCE6A	!UNMAPPED	HYPERTONIC SALINE 15ML EYE DROPS	HYPERTONIC SALINE 15ML EYE DROPS	NULL	NULL	NULL	NULL	HYPERTONIC SALINE 15ML EYE DROPS	915271	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	52:01.3	NULL	NULL	0					
605908	ZDISPENSE	5CB4E961-A9E2-4038-8BBE-C9513E4BFF82	!UNMAPPED	SENNA-COL (PHARMACY CARE) TABLETS 50/8MG 200	SENNA-COL (PHARMACY CARE) TAB 50/8MG	NULL	NULL	NULL	NULL	SENNA-COL (PHARMACY CARE) TABLETS 50/8MG 200	9341571009117	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.2	NULL	NULL	0					
673250	ZDISPENSE	5CF48233-B434-4599-9719-B99B309A2321	!UNMAPPED	PHCY CARE DRY COUGH FRT 200ML	PHCY CARE DRY COUGH FRT 200ML	NULL	NULL	NULL	NULL	PHCY CARE DRY COUGH FRT 200ML	9341571003313	3	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	38:59.1	NULL	NULL	0					
605909	ZDISPENSE	5D14FFFA-E227-4649-B00A-050BAB307D68	!UNMAPPED	CAFFEINE EQUIV/ERGOTAMINE 100/1 MG CAPSULES 50	CAFFEINE EQUIV/ERGOTAMINE 100/1 MG CAPSULES 50	NULL	NULL	NULL	NULL	CAFFEINE EQUIV/ERGOTAMINE 100/1 MG CAPSULES 50	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.2	NULL	NULL	0					
605910	ZDISPENSE	5D36E0CA-8629-409A-A7B2-AC15AE230EFA	!UNMAPPED	CLINDAMYCIN 1% GEL	CLINDAMYCIN 1% GEL	NULL	NULL	NULL	NULL	CLINDAMYCIN 1% GEL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.2	NULL	NULL	0					
673057	ZDISPENSE	5DD9318A-B732-48BD-9D46-3FF6E2EEC840	!UNMAPPED	ACCU-CHEKPERFORMASTRIP50	ACCU-CHEKPERFORMASTRIP50	NULL	NULL	NULL	NULL	ACCU-CHEKPERFORMASTRIP50	5708	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	46:26.7	NULL	NULL	0					
673111	ZDISPENSE	5E032B9B-D634-4D49-AE05-F899C258BE74	!UNMAPPED	FLUORESCEIN MIN	FLUORESCEIN MIN EYE DROPS 1%	NULL	EYE DROPS	1%	1	FLUORESCEIN MIN	9320344000155	N	U	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	11:33.4	NULL	NULL	0					
673166	ZDISPENSE	5E32143E-499A-4541-8131-5AC683C35A35	!UNMAPPED	FIRST RESPONSE INSTREAM 3 TEST	FIRST RESPONSE INSTREAM 3 TEST	NULL	NULL	NULL	NULL	FIRST RESPONSE INSTREAM 3 TEST	9310320000378	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	27:32.1	NULL	NULL	0					
672913	ZDISPENSE	5E345268-0DAD-4736-A7B5-0206BDE5E9EE	!UNMAPPED	CALTRATE TAB 600MG 100	CALTRATE TAB 600MG 100	NULL	NULL	NULL	NULL	CALTRATE TAB 600MG 100	9310488014699	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	47:09.9	NULL	NULL	0					
673145	ZDISPENSE	5E4DE1B3-D894-4572-ACD9-6CBC0748F184	!UNMAPPED	E/N MEGA MAGNESIUM 240 TABLETS	E/N MEGA MAGNESIUM 240 TABLETS	NULL	NULL	NULL	NULL	E/N MEGA MAGNESIUM 240 TABLETS	9315771009857	3	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	26:50.8	10:45.4	NULL	0					
605912	ZDISPENSE	5E4E34D9-C44F-4C42-8AE9-2C96FA269929	!UNMAPPED	AIROEZE NEBULISER	AIROEZE NEBULISER	NULL	NULL	NULL	NULL	AIROEZE NEBULISER	9329336000050	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.2	NULL	NULL	0					
605913	ZDISPENSE	5E8EE479-3B7C-4BA2-8E61-2D58ACF7DBE2	!UNMAPPED	NO GINKGO BILOBA 100 TABS  756	NO GINKGO BILOBA 100 TABS  756	NULL	NULL	NULL	NULL	NO GINKGO BILOBA 100 TABS  756	9316090075608	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.2	NULL	NULL	0					
605914	ZDISPENSE	5E94544B-903C-47F0-B0FC-7AAB851F3A6F	!UNMAPPED	COUNTRY LIFE SOAP FORESTBRZE 6PKX12	COUNTRY LIFE SOAP FORESTBRZE 6PKX12	NULL	NULL	NULL	NULL	COUNTRY LIFE SOAP FORESTBRZE 6PKX12	9333441000577	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.2	NULL	NULL	0					
672445	ZDISPENSE	5EBDA237-D191-4B4D-8AC9-76001E11F9D4	!UNMAPPED	PHCY CARE MIGRAINE & NAUSEA 8	PHCY CARE MIGRAINE & NAUSEA 8	NULL	NULL	NULL	NULL	PHCY CARE MIGRAINE & NAUSEA 8	9341571010137	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	01:44.9	NULL	NULL	0					
673129	ZDISPENSE	5F76533E-1710-4B33-90F9-53E604EB62C8	!UNMAPPED	BANA/BOAT A/SUN ALOE SP250M	BANA/BOAT A/SUN ALOE SP250M	NULL	NULL	NULL	NULL	BANA/BOAT A/SUN ALOE SP250M	9330344000413	3	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	11:52.1	NULL	NULL	0					
605915	ZDISPENSE	5FA15206-B160-4AE4-A21F-384CC8EBF946	!UNMAPPED	SAS ANKSILON 10MG 100	SAS ANKSILON 10MG 100	NULL	NULL	NULL	NULL	SAS ANKSILON 10MG 100	7046261993456	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.2	NULL	NULL	0					
672960	ZDISPENSE	5FC8C5C2-743E-4818-936F-C08F6F8CDD40	!UNMAPPED	BETAMETHASONE VAL 0.1% CRM 20G MUPIROCIN 2% IN SORB 460G	BETAMETHASONE VAL 0.1% CRM 20G MUPIROCIN 2% IN SORB 460G	NULL	NULL	NULL	NULL	BETAMETHASONE VAL 0.1% CRM 20G MUPIROCIN 2% IN SORB 460G	NULL	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	20:56.3	NULL	NULL	0					
672747	ZDISPENSE	5FE01A18-ED93-4C6D-8D3D-A7F7D6611118	!UNMAPPED	PHCY CARE CETIRIZINE TAB 70	PHCY CARE CETIRIZINE TAB 70	NULL	NULL	NULL	NULL	PHCY CARE CETIRIZINE TAB 70	9341571004853	P	NULL	NULL	NULL	P	NULL	NULL	NULL	NULL	NULL	NULL	NULL	48:09.1	NULL	NULL	0					
605916	ZDISPENSE	6037C988-DD2A-42C3-891B-2E124F83B7C8	!UNMAPPED	CLOMIPRAMINE/METOCLOPRAMIDE 20MG/5MG 15C	CLOMIPRAMINE/METOCLOPRAMIDE 20MG/5MG 15C	NULL	NULL	NULL	NULL	CLOMIPRAMINE/METOCLOPRAMIDE 20MG/5MG 15C	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.2	NULL	NULL	0					
605917	ZDISPENSE	604446D6-3201-44EF-840E-7F31116BCAEB	!UNMAPPED	PHCY CARE COLD&FLU D/NGHT PE24	PHCY CARE COLD&FLU D/NGHT PE24	NULL	NULL	NULL	NULL	PHCY CARE COLD&FLU D/NGHT PE24	9341571009377	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.2	NULL	NULL	0					
673146	ZDISPENSE	606F89D7-3097-4AA4-9A33-83F0E071CDAA	!UNMAPPED	MUSTELA VIT BARRIER CRM 123 50ML	MUSTELA VIT BARRIER CRM 123 50ML	NULL	NULL	NULL	NULL	MUSTELA VIT BARRIER CRM 123 50ML	3504105024802	3	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	26:50.8	NULL	NULL	0					
